promedio_asistencia,promedio_seguimiento,nota_parcial_1,inicios_sesion_plataforma,uso_tutorias,riesgo_reprobacion
84.6,2.5,3.8,32,3,0
93.5,4.2,4.7,29,0,0
75.2,3.7,4.4,35,1,0
81.3,4.0,3.0,42,2,0
84.3,3.6,3.2,54,2,0
74.5,3.1,2.4,37,3,0
77.9,3.7,3.7,20,0,0
97.5,3.1,3.8,42,0,0
66.2,4.9,2.6,26,2,0
70.6,3.2,3.4,42,0,0
99.7,2.8,4.0,26,1,0
100.0,3.0,3.5,25,1,0
82.9,4.2,3.3,39,1,0
78.2,2.5,3.0,43,0,0
84.0,3.5,2.9,20,0,1
79.2,2.9,3.9,25,1,0
69.8,4.0,3.5,42,2,0
97.1,3.8,3.4,51,4,0
90.0,3.5,2.5,35,2,1
92.8,2.0,3.1,34,2,0
86.9,3.5,2.5,56,1,0
61.1,3.5,2.6,35,1,1
67.4,3.2,3.3,20,2,1
100.0,3.4,3.6,47,1,0
86.6,4.6,3.0,38,1,0
77.2,3.8,2.7,50,0,0
84.7,3.3,2.5,25,0,0
75.9,4.0,2.8,35,3,0
83.2,3.0,3.8,23,2,1
100.0,3.1,3.2,35,5,0
89.6,2.0,3.0,43,0,0
87.1,2.9,3.7,39,0,0
84.6,3.1,3.9,27,0,0
78.7,3.2,2.7,25,1,0
77.7,2.8,3.4,26,1,1
86.3,2.8,3.4,30,0,0
89.2,4.1,3.4,25,5,0
80.9,3.2,3.7,51,0,0
76.5,3.0,3.4,41,0,0
84.5,2.8,2.7,41,2,0
92.3,3.8,2.6,32,2,0
72.5,2.9,5.0,35,0,0
89.9,3.2,3.1,34,0,0
90.8,3.5,4.5,39,5,0
66.1,3.0,2.5,50,2,1
75.0,2.3,2.3,50,0,0
84.0,2.5,2.6,27,5,1
83.4,2.3,5.0,47,2,0
87.6,2.9,2.9,49,0,0
69.6,3.2,2.0,46,0,0
76.3,3.9,3.4,53,1,0
67.4,3.6,3.1,34,1,1
93.7,3.1,4.0,50,0,0
93.3,3.6,4.0,37,0,0
90.3,3.0,5.0,36,2,0
68.4,2.0,2.2,33,0,1
60.0,2.0,3.8,37,1,0
60.0,2.6,2.9,39,1,0
82.1,4.2,3.6,31,5,0
91.2,3.8,3.1,36,0,0
78.2,3.2,2.8,38,4,0
88.9,3.7,3.9,29,0,0
82.9,3.1,3.0,25,7,0
76.8,4.1,3.6,32,0,0
81.5,2.4,2.8,38,4,0
81.7,3.2,3.5,45,1,0
75.8,2.8,4.7,52,0,0
91.5,2.4,5.0,27,0,0
87.7,3.3,4.1,47,3,0
80.4,4.6,4.1,44,1,0
83.4,3.9,2.0,35,0,0
80.6,3.6,2.5,25,4,0
71.0,3.0,2.9,45,1,0
89.9,4.2,2.9,31,3,0
89.1,3.6,2.1,39,0,0
65.3,2.1,3.8,42,0,0
64.4,3.0,3.8,33,0,0
77.1,3.5,3.5,28,0,0
75.8,4.2,3.6,49,0,0
87.0,4.6,2.9,43,1,0
87.8,3.8,3.8,34,2,0
70.2,4.0,4.6,49,3,0
84.8,2.5,3.6,46,3,0
60.5,2.4,4.0,38,5,0
82.8,4.0,2.5,40,2,0
73.4,2.0,2.8,27,0,0
87.1,2.2,5.0,59,2,0
73.3,4.1,2.6,38,2,0
88.4,3.6,3.8,43,1,0
94.9,2.8,3.3,40,1,0
60.0,3.9,2.3,41,2,0
82.4,3.0,5.0,60,0,0
85.9,2.8,4.2,51,0,0
75.8,2.9,2.5,32,2,0
92.6,4.0,3.6,48,1,0
82.4,3.1,3.8,40,0,0
100.0,4.7,3.7,31,1,0
80.1,2.9,3.7,46,8,0
84.1,3.1,2.1,50,3,0
83.2,3.1,3.4,33,1,1
75.6,2.9,3.2,45,0,0
90.8,3.2,5.0,37,1,0
100.0,3.5,3.4,36,0,0
76.0,4.2,5.0,31,0,0
83.7,4.0,2.5,30,0,0
95.7,3.6,4.4,42,0,0
74.9,3.4,2.8,27,3,0
90.8,3.2,3.4,42,0,0
86.9,3.5,3.1,42,0,0
84.5,3.6,4.0,30,1,0
100.0,2.9,3.4,34,3,0
86.0,3.0,2.5,50,1,0
76.9,3.8,4.2,37,2,0
82.5,4.0,4.1,46,0,0
74.3,3.6,3.6,44,0,1
79.4,2.6,3.5,29,0,0
83.2,3.9,3.0,38,5,0
82.4,3.5,3.2,49,3,0
78.9,3.9,3.5,34,1,0
84.3,3.2,2.5,25,0,0
74.5,3.4,4.6,27,2,0
69.2,3.3,2.9,44,0,0
62.4,2.8,2.3,50,5,0
71.0,2.8,3.5,35,1,0
87.1,3.6,3.7,25,0,0
80.7,3.8,4.2,25,0,0
89.9,3.8,3.3,25,4,0
93.5,3.0,4.7,25,0,0
87.1,2.7,2.5,53,6,0
87.6,3.9,4.4,39,0,0
97.5,2.9,2.5,55,0,0
73.4,2.0,4.3,39,1,0
90.2,2.8,3.0,46,0,0
92.0,2.9,3.2,56,0,0
80.0,3.1,4.0,50,5,0
83.2,3.3,4.7,49,0,0
80.9,3.2,4.4,34,1,0
79.1,4.0,2.7,46,0,0
93.0,4.1,2.5,34,0,0
88.5,3.6,2.5,27,2,0
79.4,2.8,2.9,50,0,0
90.8,4.1,3.8,43,4,0
68.9,3.3,2.0,42,2,0
76.6,3.1,3.2,29,4,0
83.9,4.0,3.5,43,0,0
60.0,3.4,3.1,39,0,0
78.4,4.2,3.6,36,0,0
76.6,3.3,3.2,40,1,1
83.3,3.7,4.0,25,0,0
97.1,2.1,2.5,46,2,0
99.1,3.8,3.6,48,1,0
73.1,2.5,2.0,37,4,0
90.0,2.7,2.8,23,1,0
86.7,3.6,3.5,43,0,0
78.6,4.1,2.8,31,1,0
95.4,4.2,2.5,25,0,0
94.7,2.0,3.9,55,0,0
97.2,4.6,2.9,25,0,0
88.4,3.3,3.1,40,2,0
62.7,2.9,2.5,25,4,0
88.7,3.6,2.5,52,0,0
72.8,3.5,2.5,25,4,0
86.8,2.8,2.0,50,1,1
80.1,3.9,3.9,35,2,0
92.6,3.3,3.2,36,1,0
62.3,4.2,2.7,41,1,0
73.6,3.3,3.4,45,1,0
100.0,2.8,4.4,27,2,0
100.0,2.3,4.4,59,2,0
89.1,5.0,2.5,40,0,0
90.7,4.3,3.8,25,3,0
90.0,3.7,2.0,38,0,0
85.8,2.9,3.8,37,0,0
83.8,3.6,3.0,35,7,0
60.0,3.3,5.0,44,4,0
61.8,3.6,2.8,20,2,1
83.0,4.4,3.7,39,0,0
93.4,4.0,3.4,48,6,0
74.3,2.8,2.4,34,2,0
100.0,2.5,3.8,33,0,0
83.2,3.6,2.0,32,0,1
71.8,3.9,3.4,34,0,0
87.0,2.8,2.5,41,0,0
90.0,3.0,2.8,20,3,0
73.2,3.3,2.2,38,2,0
82.7,3.4,3.4,44,1,0
95.8,3.1,3.4,48,4,0
94.4,4.5,2.8,56,0,0
75.1,3.5,5.0,37,0,0
75.6,2.8,4.5,33,0,0
97.1,4.3,2.9,36,2,0
62.9,3.4,2.4,42,0,0
76.9,2.0,3.2,20,0,1
85.6,3.0,3.2,30,1,0
97.7,3.9,4.8,48,1,0
82.4,2.7,2.7,29,0,1
88.0,3.2,3.4,42,0,0
81.6,2.7,4.1,27,5,0
80.3,2.8,2.0,21,1,0
67.4,3.8,2.9,45,0,0
81.8,3.1,4.8,45,3,0
94.4,3.8,2.5,36,2,0
78.8,2.4,2.9,37,3,0
90.0,3.3,2.0,42,0,0
72.3,3.9,2.3,50,2,1
84.9,2.4,2.7,30,5,0
87.5,4.0,2.5,26,1,0
77.0,2.2,2.9,34,7,0
84.9,2.1,2.5,40,1,0
83.3,2.6,2.6,42,4,0
62.2,3.3,3.5,37,0,0
81.0,3.0,3.6,28,1,0
74.2,3.6,2.5,43,5,0
93.8,4.3,3.2,47,1,0
83.3,3.3,5.0,38,0,0
84.4,4.0,3.6,35,0,0
82.9,4.3,3.3,32,2,0
96.5,2.3,2.6,47,1,0
72.2,3.9,3.5,48,0,0
78.3,2.5,2.8,50,1,0
69.1,3.0,2.8,48,0,0
84.2,3.7,3.0,56,0,0
91.0,4.3,2.8,50,0,0
64.8,3.5,2.3,28,0,0
60.0,4.5,2.7,25,1,0
88.6,3.2,4.4,37,5,0
76.7,2.4,2.5,47,6,0
93.2,3.3,3.8,37,0,0
89.0,5.0,3.3,37,0,0
100.0,3.3,3.7,28,0,0
76.5,2.5,3.8,44,5,1
96.3,3.0,3.7,40,1,0
66.7,2.2,3.2,28,0,0
82.2,2.9,3.6,60,0,0
80.2,3.6,2.2,37,2,0
78.0,4.8,3.6,38,3,0
81.1,3.9,3.6,25,0,0
84.7,3.1,4.4,49,0,0
86.5,3.9,4.2,34,3,0
76.8,3.7,2.9,42,0,1
96.2,2.8,2.7,28,1,0
67.0,2.8,2.0,41,2,1
67.0,4.1,2.9,39,1,0
74.6,3.3,3.6,38,1,1
67.0,2.4,3.8,35,2,1
73.9,3.9,3.3,44,0,0
100.0,3.4,3.6,41,0,0
64.7,2.6,3.6,46,4,0
71.7,3.4,4.2,34,0,0
75.3,3.0,4.0,50,2,0
83.7,3.9,5.0,44,1,0
72.0,2.7,4.7,40,0,0
76.5,3.3,2.9,49,1,0
81.5,3.7,3.7,25,2,0
90.9,2.7,5.0,41,0,0
96.1,3.3,4.1,52,0,0
86.1,4.8,3.3,44,2,0
91.7,3.7,3.0,44,1,0
87.3,3.7,3.4,60,0,0
90.8,2.7,2.8,28,1,0
78.2,2.7,4.1,32,0,0
86.2,2.7,2.7,20,3,0
81.8,4.6,3.3,57,3,0
76.1,2.8,2.4,23,0,1
94.3,5.0,4.2,43,4,0
92.3,3.5,5.0,35,6,0
89.9,3.0,3.4,25,0,0
70.7,4.0,3.6,45,0,0
68.1,4.4,2.5,32,2,0
87.9,2.8,4.1,44,2,0
66.4,3.1,2.8,27,0,0
67.0,2.4,4.4,46,8,0
94.0,3.8,3.4,38,3,0
60.0,2.6,2.7,31,0,0
67.6,4.0,2.7,49,1,0
73.7,2.4,2.6,33,1,1
85.2,3.7,3.6,37,4,0
74.9,3.4,2.8,24,0,1
85.3,3.0,3.1,28,0,0
90.2,3.4,3.1,34,1,0
69.7,3.4,3.7,48,1,0
89.2,3.2,4.7,27,3,0
77.8,3.5,3.8,48,0,0
96.0,4.1,4.1,25,0,0
65.4,3.6,2.7,46,0,0
74.0,3.8,4.5,26,0,0
83.2,3.6,4.2,32,1,0
84.6,3.5,4.4,44,1,0
75.9,2.5,3.5,42,7,1
87.5,3.5,2.5,25,0,0
89.8,3.7,2.6,25,2,0
92.7,4.1,4.6,35,4,0
97.2,3.6,4.7,41,0,0
81.2,2.5,4.0,46,1,0
64.3,4.0,3.0,48,3,0
93.2,4.4,2.5,33,0,0
85.9,3.9,2.8,31,1,1
78.2,3.4,3.8,55,1,0
86.9,4.2,2.5,36,0,0
83.0,2.0,2.8,38,2,1
68.1,2.5,3.3,24,0,1
71.9,2.7,2.7,34,0,0
75.1,2.8,3.3,32,1,1
86.2,3.3,3.5,60,6,0
66.3,3.0,2.5,35,5,0
88.7,2.9,4.0,25,0,0
82.1,3.7,3.6,44,0,0
84.8,2.8,2.9,50,2,0
94.5,3.5,4.2,56,0,0
75.4,4.9,2.5,35,0,0
75.1,3.7,2.6,60,5,0
72.4,3.8,3.3,35,1,0
83.5,2.0,2.6,34,0,0
86.0,3.7,4.5,45,3,0
100.0,4.3,4.0,38,0,0
81.3,2.5,3.3,42,2,1
84.9,2.5,3.6,50,3,0
78.7,4.0,3.8,47,0,0
100.0,4.0,3.5,25,1,0
88.4,4.8,4.3,34,2,0
77.1,4.2,4.2,47,1,0
74.4,3.4,3.8,32,1,0
90.7,4.1,3.3,26,0,0
91.3,4.0,2.9,48,0,0
86.4,3.1,4.1,47,2,0
74.9,4.1,2.7,31,1,0
85.5,2.9,2.9,42,2,0
93.8,3.8,4.5,25,1,0
95.1,3.6,3.6,55,1,0
77.7,4.8,3.5,25,0,0
66.5,4.7,3.0,36,1,0
94.0,2.5,3.7,51,2,0
83.8,3.2,3.0,41,0,0
76.9,2.3,3.9,41,0,0
76.6,4.3,2.8,55,8,0
84.9,3.4,2.6,49,3,0
66.4,2.7,3.3,50,3,0
68.9,3.3,2.2,32,0,0
85.4,4.0,3.3,32,0,0
83.8,3.3,2.2,46,2,0
78.0,2.3,3.8,20,1,0
91.3,3.9,3.6,25,4,0
60.6,3.9,4.0,43,3,0
82.5,3.8,2.5,30,0,1
89.2,3.0,2.9,26,0,0
100.0,3.9,3.3,45,1,0
81.4,3.9,3.8,39,2,0
90.3,3.3,3.1,43,0,0
93.9,3.3,3.5,38,2,0
73.3,4.0,2.1,38,1,0
75.6,3.5,3.1,31,4,0
89.1,4.3,4.2,46,0,0
77.9,4.1,3.5,39,0,0
84.9,4.2,4.9,31,0,0
85.5,3.6,2.5,53,1,0
79.9,3.9,4.9,38,0,0
93.1,4.1,3.6,32,0,0
73.1,2.0,2.0,34,3,1
66.9,2.8,2.6,43,0,0
77.7,2.2,3.2,44,0,0
92.1,3.8,3.0,33,7,0
70.2,3.2,2.4,32,2,1
81.8,3.5,3.5,39,5,0
71.5,3.6,3.6,37,0,1
99.5,3.4,3.3,42,1,0
70.0,2.9,2.6,42,0,1
80.4,4.4,2.5,33,0,0
74.2,2.8,3.6,41,0,0
97.4,2.5,3.8,38,7,0
82.8,3.2,3.0,36,0,0
75.8,3.8,3.8,42,0,0
99.7,3.8,5.0,35,0,0
97.5,2.7,4.2,26,6,0
80.6,4.0,3.1,60,2,0
97.6,3.5,3.8,46,0,0
70.9,3.4,2.5,40,2,0
88.7,3.9,2.7,57,0,0
92.3,4.4,2.8,33,0,0
84.7,2.7,4.5,25,0,0
85.4,2.1,2.5,46,1,0
61.8,2.7,3.2,34,1,0
95.5,4.3,3.5,35,1,0
64.0,4.0,2.8,26,0,0
91.7,4.5,2.5,39,6,0
86.0,3.4,4.3,40,1,0
74.7,3.4,3.4,55,0,0
78.4,3.8,2.8,36,0,0
69.4,2.9,3.8,37,0,0
86.2,3.7,2.5,31,1,0
68.8,4.0,2.9,50,3,1
72.5,4.3,2.8,39,2,0
78.5,2.9,2.8,29,1,0
88.0,3.5,4.0,25,0,0
82.3,2.9,3.9,38,3,0
76.5,5.0,5.0,35,3,0
100.0,3.6,4.3,38,1,0
94.7,4.6,2.9,35,2,0
100.0,2.5,4.3,57,0,0
82.2,3.8,4.3,50,0,0
84.6,2.5,3.2,32,0,0
78.1,3.7,3.0,44,10,0
90.3,3.1,4.7,42,5,0
68.1,2.6,4.2,38,0,0
72.4,3.7,4.5,49,5,0
86.3,3.8,3.6,39,0,0
89.7,4.2,2.5,54,0,0
91.1,3.2,2.8,37,1,0
63.7,3.6,4.1,40,1,0
87.1,4.0,4.6,34,1,0
66.5,3.0,3.0,23,0,1
89.0,4.3,2.5,41,2,0
100.0,3.0,2.7,40,3,0
100.0,4.1,4.2,57,2,0
87.6,2.6,2.5,50,6,0
100.0,3.3,3.5,39,1,0
82.6,4.3,3.4,39,10,0
91.1,3.5,2.5,45,3,0
66.7,2.8,2.7,40,1,0
89.6,4.8,4.4,45,1,0
86.0,4.2,4.2,42,5,0
100.0,4.5,3.5,39,0,0
75.6,3.3,2.2,29,0,0
78.7,3.1,2.2,24,0,1
82.7,2.6,2.5,40,1,1
83.2,3.7,4.3,38,1,0
88.7,3.3,3.6,41,3,1
92.5,3.2,3.7,36,1,0
71.9,4.2,2.5,31,0,0
69.3,2.6,3.8,28,1,1
87.4,3.1,2.1,20,0,0
96.5,2.7,4.0,47,4,0
94.0,3.2,2.9,40,0,0
83.7,3.2,3.7,37,0,0
89.4,2.4,4.3,29,0,0
72.2,4.0,3.1,46,0,0
68.9,4.1,2.5,50,3,0
80.7,3.7,2.8,37,0,0
78.1,2.2,3.7,34,2,0
75.7,2.9,2.9,33,0,0
73.9,3.0,3.3,45,0,0
83.3,2.9,2.8,44,0,0
76.3,3.6,3.0,24,0,0
90.1,2.9,4.6,28,0,0
83.0,3.5,3.2,40,0,0
97.1,3.5,3.2,51,0,0
78.0,5.0,3.8,29,1,0
72.3,2.9,4.4,46,1,0
66.0,4.4,3.9,37,2,0
82.4,2.7,3.4,27,3,0
77.4,3.9,3.5,54,0,0
100.0,3.0,2.5,28,1,0
82.4,3.1,2.7,25,0,0
87.9,3.2,2.6,34,1,0
88.6,3.8,3.4,49,0,0
78.4,4.1,4.0,52,1,0
95.3,3.4,4.0,43,0,0
87.1,3.6,2.7,26,0,0
87.8,3.6,2.5,57,1,0
87.9,3.2,4.7,48,2,0
87.6,3.4,3.0,31,4,0
72.3,4.1,4.2,43,3,0
83.5,3.9,3.3,27,1,0
88.0,2.3,3.0,42,2,0
99.4,5.0,5.0,49,1,0
85.3,3.8,3.7,44,0,0
90.0,4.0,3.6,39,3,0
84.6,4.8,3.7,39,0,0
87.7,2.9,2.9,60,0,0
72.3,3.7,3.3,30,4,0
87.4,3.7,2.7,45,0,0
61.9,3.4,3.2,34,7,0
60.0,2.0,2.7,20,1,1
89.7,3.7,2.7,40,3,0
68.7,3.7,2.7,38,1,0
89.9,4.1,3.8,55,0,0
98.3,4.9,4.7,31,0,0
85.6,3.5,2.6,25,1,0
80.4,3.0,2.8,43,0,1
82.8,3.3,3.5,25,0,0
100.0,4.5,3.4,42,1,0
66.9,3.0,2.2,32,3,1
74.9,3.8,3.4,36,0,0
82.9,3.4,2.0,38,2,1
85.5,2.8,3.4,36,5,0
76.6,2.1,3.3,40,3,0
79.6,3.3,3.4,36,0,0
65.5,3.5,4.0,43,3,0
100.0,5.0,3.6,39,3,0
82.3,4.2,3.0,44,0,0
100.0,4.2,4.6,60,1,0
92.0,4.2,4.8,31,4,0
95.3,2.8,2.5,48,5,0
80.0,3.6,3.4,33,0,0
77.8,3.2,2.7,51,1,0
84.8,2.9,3.3,25,1,0
100.0,2.4,4.2,53,6,0
100.0,3.9,3.6,42,2,0
92.8,3.4,5.0,51,0,0
81.1,2.0,2.0,31,1,0
60.0,3.2,4.6,32,1,0
88.0,2.3,3.8,50,3,0
64.5,2.8,3.1,44,3,0
96.1,2.6,2.8,48,3,0
89.0,2.8,2.7,31,4,0
90.6,4.2,4.7,29,0,0
60.0,3.5,3.4,44,2,1
75.2,4.6,3.2,47,0,0
99.1,2.6,4.3,25,0,0
78.7,3.0,2.1,49,2,0
89.2,2.9,3.0,31,3,1
84.7,4.0,2.5,43,2,0
84.4,4.3,2.8,55,5,0
88.3,3.5,3.5,45,1,1
92.1,3.0,3.9,37,2,0
81.8,2.8,2.3,34,2,0
74.2,3.0,2.6,28,5,1
80.5,3.4,4.3,26,2,0
70.6,4.3,3.1,36,0,0
80.8,2.6,3.3,37,1,1
100.0,3.9,2.5,42,0,0
96.2,5.0,2.9,25,1,0
69.6,2.7,2.8,39,1,1
73.2,3.7,3.2,34,6,0
83.7,3.8,2.6,33,6,0
70.8,4.6,3.4,27,8,0
65.2,3.4,2.1,50,0,1
87.9,3.8,3.5,39,0,0
95.0,4.1,2.5,39,0,0
81.9,3.0,3.3,37,2,1
91.4,3.5,4.1,33,1,0
63.9,3.0,2.0,20,2,0
66.9,2.4,2.2,39,0,1
89.6,3.8,3.5,40,1,0
85.9,3.6,2.5,41,2,0
76.3,2.9,2.7,37,0,0
68.9,2.9,2.8,32,0,1
87.8,3.9,3.5,42,1,0
100.0,2.8,4.4,25,0,0
64.1,3.6,3.6,36,0,0
74.1,2.2,2.5,40,1,1
85.8,3.3,3.8,25,3,0
80.5,3.3,3.1,29,0,0
95.6,3.9,4.0,47,3,0
84.7,3.7,2.7,33,0,0
86.8,3.8,2.5,37,0,0
75.1,2.0,4.3,33,0,0
90.0,3.0,3.1,45,0,1
70.8,2.3,3.1,26,0,0
69.0,4.9,4.1,31,1,0
60.0,3.1,2.9,38,0,0
73.9,3.5,2.9,43,2,1
73.7,3.2,2.6,36,1,0
69.8,2.1,5.0,37,0,0
68.7,2.3,2.0,45,4,0
72.0,2.8,2.5,31,2,1
67.8,2.9,3.4,28,0,0
84.6,3.1,3.2,25,0,0
78.8,3.7,4.8,33,3,0
100.0,3.9,4.4,46,1,0
82.4,4.2,3.0,46,1,0
80.0,2.9,4.2,47,0,0
76.1,3.2,4.9,35,0,0
90.1,2.9,5.0,45,1,0
75.6,2.0,4.4,40,3,0
85.8,4.2,3.0,25,4,0
70.9,3.3,5.0,34,2,0
100.0,3.9,5.0,50,0,0
90.0,2.6,2.0,20,2,1
86.6,3.4,4.4,54,2,0
82.0,2.8,2.0,40,0,0
75.0,4.5,5.0,57,0,0
80.5,3.9,2.6,48,3,0
75.9,3.4,3.0,20,3,0
67.6,4.9,2.7,34,2,0
93.5,3.4,4.5,42,8,0
76.2,2.8,2.6,46,0,0
81.8,4.3,2.5,54,2,0
84.8,2.6,2.0,46,1,1
100.0,3.6,2.5,48,2,0
78.4,2.5,2.2,41,0,0
62.1,4.0,3.0,40,0,0
78.4,2.9,2.0,50,0,0
85.7,4.4,2.5,39,3,0
86.0,2.3,3.9,55,1,0
71.2,2.7,2.0,28,2,1
79.6,2.9,2.4,40,2,1
84.1,4.0,3.7,37,2,0
85.2,3.9,3.7,53,0,0
100.0,3.5,2.5,31,1,0
90.7,3.2,4.0,25,2,0
81.8,4.0,4.5,35,0,0
90.3,4.0,3.5,57,2,0
77.3,3.1,2.7,32,0,1
68.7,2.0,3.6,44,0,1
73.5,3.5,4.2,39,4,0
84.6,3.1,4.0,41,2,0
77.8,2.7,3.5,36,3,1
90.0,2.1,3.2,50,0,1
81.4,2.9,3.1,43,3,0
73.0,3.2,3.3,40,1,0
87.0,2.9,2.5,30,2,0
87.7,2.3,4.0,32,0,0
73.8,3.0,2.9,20,8,0
70.1,4.0,2.6,45,0,1
84.8,3.5,3.8,48,2,0
62.8,2.2,3.8,30,4,0
71.5,3.4,2.9,36,2,0
64.6,2.8,3.2,46,2,0
89.7,2.6,2.9,41,1,0
81.7,3.5,4.3,36,0,0
78.3,3.3,2.7,34,0,1
71.8,2.9,3.0,38,2,0
78.5,2.5,2.6,44,1,0
75.9,2.7,3.2,43,0,0
71.5,4.4,2.8,44,1,0
88.4,2.4,2.5,25,2,0
62.0,3.9,3.5,20,0,1
62.1,2.5,2.8,29,1,0
100.0,4.5,3.0,38,0,0
76.8,3.2,2.9,29,1,0
100.0,4.7,3.0,41,0,0
89.8,3.2,3.8,49,1,0
89.8,3.6,3.3,38,7,0
72.5,3.1,2.7,39,1,1
86.0,3.1,4.0,38,0,0
60.6,2.3,3.6,37,1,0
90.2,3.2,4.2,45,0,0
81.5,3.9,2.2,45,2,0
90.0,4.4,4.6,25,0,0
80.4,2.6,4.6,60,0,0
100.0,3.7,4.1,53,4,0
69.7,3.5,2.7,50,5,0
73.5,3.7,3.4,39,3,0
86.0,2.7,4.0,37,1,0
87.7,3.5,4.5,42,3,0
78.4,4.1,2.5,35,0,0
71.6,3.6,3.6,30,0,0
60.0,4.0,2.2,41,0,1
71.3,3.4,2.9,40,3,0
86.2,3.7,2.7,51,4,0
79.7,2.7,4.0,42,4,0
73.6,4.0,5.0,29,1,0
76.0,2.6,3.0,39,6,0
96.4,4.1,3.9,35,5,0
68.4,3.3,2.2,40,4,0
69.6,3.1,3.2,39,0,0
77.3,3.0,4.5,37,2,0
94.4,4.1,4.4,43,5,0
80.8,3.5,2.5,40,0,0
83.0,3.4,2.7,42,0,1
67.4,3.2,2.2,42,3,1
70.9,2.5,3.2,37,2,0
65.2,3.0,2.8,38,4,0
80.4,2.8,2.8,29,0,1
86.0,2.0,2.8,42,1,0
62.0,3.4,4.6,35,0,0
97.9,3.2,4.2,42,1,0
77.5,3.5,3.5,42,0,0
90.2,2.6,4.3,35,1,0
80.0,3.0,5.0,25,1,0
76.6,4.7,3.9,43,0,0
75.4,3.9,3.8,35,0,0
75.0,3.7,3.2,35,1,0
81.7,3.7,2.6,37,2,0
85.0,3.3,3.3,32,1,0
85.7,2.9,2.7,49,0,0
69.8,3.3,3.0,48,0,0
71.1,2.5,2.1,26,2,0
74.3,3.5,3.0,43,2,0
87.3,4.2,3.4,60,5,0
76.5,3.7,3.3,52,4,0
92.3,3.7,3.9,41,1,0
84.3,3.9,2.5,45,0,0
80.3,3.4,2.3,36,3,0
77.1,3.2,3.8,39,2,1
88.9,3.8,3.9,46,1,0
71.5,4.2,3.0,39,0,0
71.6,4.0,2.2,25,3,1
75.6,3.5,2.5,25,2,0
85.4,2.4,2.9,39,0,0
75.0,2.3,3.3,46,0,0
88.3,3.9,2.6,37,0,0
99.3,3.5,3.2,39,2,0
94.5,2.8,4.2,44,4,0
92.7,4.8,4.4,59,3,0
60.8,3.4,4.9,39,1,0
77.1,2.7,3.0,37,0,1
60.0,3.9,2.4,40,7,0
85.2,3.3,3.3,35,0,0
89.8,3.0,3.9,31,1,0
97.6,3.4,4.1,29,1,0
95.2,2.7,4.8,57,0,0
100.0,3.1,4.8,30,0,0
89.1,4.1,3.3,29,0,0
60.4,2.3,2.1,32,5,0
90.0,3.6,3.1,48,0,0
79.9,3.8,2.4,33,1,1
88.6,2.4,2.5,52,0,0
88.2,3.7,3.5,32,1,0
91.5,3.5,4.3,25,4,0
76.4,3.0,3.0,27,1,1
81.8,3.1,2.9,40,0,0
82.7,3.9,3.5,38,0,0
99.8,4.4,2.5,48,3,0
90.0,2.9,2.8,50,0,0
69.9,3.4,2.9,20,0,0
94.1,3.7,3.7,36,0,0
96.0,3.7,4.2,30,2,0
89.2,4.0,2.0,35,1,1
81.2,3.5,4.5,36,5,0
60.0,3.4,3.1,27,8,0
72.2,2.0,3.1,29,7,0
70.8,3.4,3.3,55,6,0
86.8,3.6,5.0,42,2,0
82.5,3.3,2.1,50,0,0
90.0,3.8,4.2,59,3,0
65.2,3.4,3.2,35,0,0
76.5,3.6,3.2,40,0,0
99.8,4.7,3.8,31,1,0
89.5,3.1,3.3,37,0,0
100.0,4.6,4.0,28,0,0
60.0,3.9,3.6,31,2,0
72.7,3.0,2.0,50,0,0
65.4,2.2,2.8,33,2,0
87.3,2.5,2.6,48,0,1
70.9,3.7,2.7,45,1,0
89.7,3.2,4.4,42,8,0
100.0,4.1,2.8,42,2,0
86.7,4.7,4.5,39,1,0
95.0,3.6,4.5,54,0,0
72.6,2.9,3.1,43,0,0
78.8,3.0,3.7,23,0,1
82.9,2.5,2.2,20,1,1
96.0,3.1,3.5,54,1,0
90.9,2.9,2.5,37,0,0
80.2,4.4,2.5,41,4,0
86.6,3.2,4.4,45,1,0
72.4,4.1,3.1,33,0,0
79.7,4.8,3.5,38,0,0
66.8,3.1,5.0,39,1,0
94.1,4.4,3.3,51,0,0
88.5,3.0,4.9,42,0,0
85.4,2.7,4.4,40,0,0
69.6,2.9,3.6,32,0,0
77.7,2.5,2.5,39,0,0
72.2,3.2,2.8,43,1,1
85.0,2.7,3.3,42,3,0
89.6,2.5,2.2,50,0,1
82.5,4.6,4.8,29,0,0
75.8,3.1,3.5,51,2,0
73.7,3.3,2.2,40,1,1
81.7,3.3,2.9,40,0,1
91.1,3.8,2.5,36,1,0
86.7,2.9,2.5,37,0,0
83.1,2.7,3.7,25,3,0
86.1,4.0,2.9,35,1,0
76.8,2.7,4.0,46,1,0
85.6,5.0,4.2,48,0,0
83.5,3.5,2.0,28,6,0
74.4,4.3,3.7,33,0,0
85.3,3.4,5.0,40,8,0
63.5,4.0,2.4,37,2,1
70.9,3.3,3.2,29,2,0
66.4,3.4,2.5,42,1,0
83.1,2.6,5.0,57,2,0
100.0,4.1,3.8,42,1,0
78.0,3.0,3.5,35,3,0
83.4,2.5,2.8,35,0,0
88.8,4.0,5.0,43,4,0
83.3,3.0,2.5,37,4,0
89.5,3.4,3.2,53,0,0
96.0,3.4,4.5,33,2,0
81.5,2.6,3.1,42,3,1
74.5,3.7,4.5,43,1,0
